,index,hash,time,message,buggy
2672,133,80c4cba,2017-07-03 04:14:37,Fix test_persistencelength.py,0
2673,134,0b5aced,2017-07-03 04:18:03,Fix test_psa.py,1
2673,134,0b5aced,2017-07-03 04:18:03,Fix test_psa.py,0
2674,135,e025e63,2017-07-03 04:20:00,Fix test_rdf.py,1
2674,135,e025e63,2017-07-03 04:20:00,Fix test_rdf.py,0
2675,136,1f0d2f9,2017-07-03 04:23:55,Partially fix test_rms.py,1
2691,152,742d7c4,2017-07-08 13:37:55,Merge pull request #1372 from MDAnalysis/dcd-cython-rebase,0
2692,153,ebc342e,2017-07-08 14:58:54,Fix test_rms.py,1
2693,154,b4aa1dd,2017-07-08 18:04:37,install pytest-raises with setup.py for testing and keep dependencies only in MDAnalysisTests setup.py,0
2694,155,fd129d6,2017-07-08 22:38:22,Fix test_encore.py,1
2698,159,a952501,2017-07-09 18:58:41,add explicit byte encoding to Amber netCDF files (#1455),0
2699,160,189df68,2017-07-09 22:05:19,Fix comparison of None with int in auxiliary (#1459),1
2705,166,5a1b55c,2017-07-11 23:54:36,Pytest Style: test_imports.py (#1473),0
2706,167,97526a5,2017-07-12 10:56:17,Fix coverage drop in coordinates module (#1441),1
2712,173,ae6fca7,2017-07-13 17:30:55,Pytest Style: test_log.py (#1467),0
2713,174,4b30b98,2017-07-13 17:56:03,Fix deprecation warning missfires (#1477),1
2715,176,d4b27a6,2017-07-13 18:52:54,Pytest Style: test_persistence.py (#1470),0
2716,177,5f6de0e,2017-07-13 18:53:40,Fix test_hbonds.py,1
2718,179,f51f49a,2017-07-13 23:31:33,Removes mda_nosetests,0
2719,180,a355d99,2017-07-14 10:06:11,Fix missing edge case with TypeError on aux (#1484),1
2731,192,6bfbf1c,2017-07-17 14:41:37,Added two tests for Hausdorff neighbors--only the distances,0
2732,193,0210129,2017-07-17 16:31:52,Fixes Issue #1502 (#1503),1
2732,193,0210129,2017-07-17 16:31:52,Fixes Issue #1502 (#1503),0
2733,194,680fdbd,2017-07-17 17:11:18,Patched argument type checking logic in function dist_mat_to_vec()  and corresponding unit test is now more thorough (checks the specific error message string). Fixes #1498. (#1500),1
2735,196,9616de7,2017-07-17 17:25:20,Rewrote TestLAMMPSDATAWriter to use pytest fixture (#1499),0
2736,197,2ee4e65,2017-07-17 18:41:45,Added fix  change  author sseyler to CHANGELOG  updated run_pairs_analysis docs for dist matrix D,1
2737,198,82e100e,2017-07-17 20:42:38,The NamedStream class now has the required __fspath__ method (#1504),0
2738,199,4ca3235,2017-07-18 10:39:32,Fixes Issue #1174 (#1505),1
2739,200,6b6fde1,2017-07-18 10:58:46,Changed to old-style division in dist_mat_to_vec to ensure integer output,0
2740,201,a97753f,2017-07-18 12:19:22,Fixed get_writer_for in py3.6 (#1515),1
2740,201,a97753f,2017-07-18 12:19:22,Fixed get_writer_for in py3.6 (#1515),0
2741,202,f351475,2017-07-18 13:56:43,Added tests for topology string types with various formats. Fixes #1336. (#1518),1
2743,204,3dd9d3c,2017-07-18 16:57:02,Merge pull request #1480 from utkbansal/f-u-nose,0
2744,205,f1647ec,2017-07-18 18:46:37,fix test_streamio python3 (#1510),1
2746,207,192e75b,2017-07-18 20:30:02,Pytest Style: auxiliary/base.py (#1492),0
2747,208,3e420cf,2017-07-18 23:01:26,Test log fix warnings (#1509),1
2748,209,c3a0abd,2017-07-19 01:09:15,Made python 3 support official,0
2749,210,283c617,2017-07-19 12:12:18,TST: Added a test for segid str type in test_str_types(). Fixes #1523. (#1528),1
2749,210,283c617,2017-07-19 12:12:18,TST: Added a test for segid str type in test_str_types(). Fixes #1523. (#1528),0
2750,211,01e9fa0,2017-07-19 12:12:47,Fixed analysis_class warning. Fixes #1511. (#1522),1
2752,213,7a5b9a7,2017-07-19 12:35:47,Added docstring in PSAnalysis.cluster for dist_mat kwarg,0
2753,214,8420368,2017-07-19 15:07:34,Fixes Issue #1495 (#1519),1
2754,215,1208eb1,2017-07-19 18:07:24,removed pytest xdist,0
2755,216,8826b5e,2017-07-19 19:05:15,Fixes segid from TPR parser on python 3 (#1521),1
2760,218,6698c62,2017-07-20 06:42:56,Re-enabled parallel pytest (#1531),0
2761,219,36d1351,2017-07-20 07:11:15,fixed Python 3 errors in analysis.hole and tests (#1532),1
2765,222,b71471b,2017-07-21 09:30:17,skip hole on osx for now.,0
2766,223,9a500e4,2017-07-21 12:20:59,fix hole download,1
2772,229,1b8c667,2017-07-26 00:02:28,Pytest style topology/base.py (#1526),0
2773,230,aaff9a1,2017-07-26 12:51:33,Fixed Angle.angle when angle~=180. (#1559),1
2779,236,3271028,2017-07-28 21:02:50,[WIP]Pytest Style analysis/test_helanal.py (#1550),0
2780,237,2b60524,2017-07-29 09:38:00,Fix tests about moltypes (#1567),1
2788,245,a4e5791,2017-07-30 23:53:57,Pytest Style analysis/test_psa.py (#1569),0
2789,246,3f87c79,2017-07-31 12:38:59,get_path_metric_func now raises KeyError with error string  it's unit test now checks KeyError is raised,1
2795,252,8e3f0e1,2017-08-02 02:15:52,Pytest style analysis/test_persistencelength.py (#1568),0
2796,253,0f9ef86,2017-08-02 15:29:29,Fixed _calc_dihedral and Dihedral.dihedrals (#1566),1
2802,259,349c936,2017-08-03 17:52:45,Address reviews on molnums,0
2803,260,eda6c13,2017-08-03 18:16:41,"fix MDAnalysis.analysis.rms.RMSD with select != ""all"" fails",1
2837,294,64f9816,2017-08-08 18:37:45,Pytest Style topology/test_topology_base.py,0
2838,295,929867e,2017-08-08 18:44:14,PEP8 fixes topology/test_topology_str_types.py,1
2857,314,6f9ff86,2017-08-14 11:57:01,change Universe.load_new() to return universe itself,0
2858,315,f65c1ee,2017-08-14 12:02:10,fixed imports on Tinker coordinate reader and topology parser,1
2865,322,69730f4,2017-08-15 08:07:08,Merge pull request #1590 from utkbansal/topology-gro,0
2866,323,d2101fc,2017-08-15 10:40:23,Fixed imports in Tinker coordinates reader,1
2879,336,59e2c22,2017-08-16 17:36:29,Update TXYZ.py,0
2880,337,0acc0f9,2017-08-16 17:39:28,fixed TXYZ.py rst bullet list,1
2908,365,e377b79,2017-08-26 14:34:16,Pytest Style coordinates/test_xdr.py,0
2909,366,fba975e,2017-08-26 22:34:42,PEP8 fixes for coordinates/test_txyz.py (#1653),1
2916,373,141dc11,2017-08-28 16:58:56,Pytest Style coordinates/test_netcdf.py & coordinates/test_trj.py (#1647),0
2917,374,318ec85,2017-08-30 01:35:41,fixes rms.RMSD: selections are now applied to atomgroup itself,1
2919,376,9b11a67,2017-09-03 13:02:32,test_find_centers added,0
2920,377,b270733,2017-09-03 13:02:58,Fixed bug in initializing self.box,1
2944,401,23f4980,2017-09-06 07:30:17,Use fixture parametrization instead of individual classes,0
2945,402,ffaecc8,2017-09-06 07:36:13,fix pep8 issues,1
2949,406,8d64c7f,2017-09-06 16:04:03,Extend search to triclinic systems,0
2950,408,596b26e,2017-09-06 17:34:30,fix yields in coordinates/test_pdb,1
2952,409,71d5140,2017-09-06 17:43:35,remove yield tests,0
2953,410,731004b,2017-09-06 17:54:55,fix yield in test_atomgroup,1
2954,411,deb1d8e,2017-09-06 18:01:23,test initialize_bm method,0
2955,412,9bd92f9,2017-09-06 22:22:45,fix some group yield tests,1
2958,415,3b4d946,2017-09-07 12:15:06,replace `assert_` with plain assert,0
2959,416,cf029a3,2017-09-07 12:25:47,Fix test for group subtractions,1
2974,431,65a6d6b,2017-09-18 15:58:45,Merge pull request #1660 from camm/periodicKDTree,0
2975,432,3ef4196,2017-09-26 15:30:01,fix cython error on travis (#1675),1
2976,433,88b6c20,2017-09-26 16:39:12,Triclinic cells (#1674),0
2977,434,49177fd,2017-09-28 17:19:39,TST: Added MDAnalysisTests to the asv dependency matrix along with the appropriate conda channel. When combined with modifications to our fork for asv this fixes #1577. (#1580),1
2990,447,f02a177,2017-10-21 14:31:32,added test for #1684,0
2991,448,1b0dbf6,2017-10-21 14:42:55,fixed scalar/array comparisons for custom masses,1
2993,450,88b3934,2017-10-26 16:22:50,Removed spurious static function declarations in readdcd.h (#1686),0
2994,451,21a5f87,2017-10-27 19:19:43,Fix the forgotten StopIteration in generator (#1688),1
2997,454,c4a8b13,2017-10-31 10:16:13,Added GSDParser,0
2998,455,a79cdf2,2017-10-31 10:34:37,fixed parentheses in argument of Masses and Charges,1
3001,458,a913625,2017-10-31 12:21:49,included import gsd.hoomd in try/except/pass block,0
3002,459,d7c0001,2017-10-31 12:26:55,fixed file close and timestep dimensions angles,1
3004,461,6546eae,2017-10-31 12:35:47,removed other debug code,0
3005,462,92a8a06,2017-10-31 14:09:36,fixed trajectory reader to not read non existing frames,1
3006,463,f7cf7bf,2017-10-31 17:34:16,new: testsuite for GSD trajectory/topology,0
3007,464,b15ef4c,2017-11-02 12:25:11,fixed bug in access to GSD trajectory at fixed frame,1
3009,466,0d66ec1,2017-11-02 15:20:52,example.gsd now contains only 2 frames,0
3010,467,d8ec980,2017-11-02 16:31:18,fixed Timestep frame number issues,1
3011,468,0bca300,2017-11-02 16:54:24,wrote docstring for GSDReader,0
3012,469,e3e1dfb,2017-11-02 17:05:46,fixed _frame attribute of DCDReader and removed dimensions property,1
3016,473,4d5b1d2,2017-11-03 11:48:50,GSDParser sets `resid` and `resname` of atoms,0
3017,474,1a54776,2017-11-03 13:32:09,fixed bug due to negative body indices,1
3019,476,270b876,2017-11-05 05:01:53,Correct apply_PBC for triclinic systems (#1697),0
3020,477,90f281d,2017-11-07 05:28:54,fixed CHANGELOG (#1700),1
3021,478,6642002,2017-11-07 14:38:05,updated CHANGELOGs with correct information,0
3022,479,45530c8,2017-11-07 14:59:41,new: GSD topology unit test  fixed assigning resnames,1
3041,498,d201825,2017-11-17 20:47:26,test neighbor search,0
3042,499,19799e7,2017-11-17 20:48:27,fix NeighborSearch,1
3043,500,9ba1ab9,2017-11-18 14:04:17,Merge pull request #1692 from jmborr/test_pkdtree,0
3044,501,2c96fca,2017-11-20 21:21:23,Fixed WHITELIST for singular and plural attributes,1
3048,505,d2d89dd,2017-11-21 21:05:05,TST: Adding atomgroup method & attribute asv benchmarks (#1709),0
3049,506,5444614,2017-11-21 21:18:40,Fixed UAGs with restricted attribute setting,1
3057,514,9b074d5,2017-11-23 21:27:53,Merge pull request #1704 from sobuelow/develop,0
3058,515,fe1a196,2017-11-25 20:10:09,Fix align aligntrj bug (#1716),1
3061,518,fa83729,2017-12-03 13:55:19,removed segments from WHITELIST,0
3062,519,db9a9e1,2017-12-03 14:22:32,fix doc build error,1
3070,527,4dcfb7d,2017-12-06 11:37:47,Changelog for attribute setting changes,0
3071,528,b9db71d,2017-12-06 11:41:51,Small fix to Bond TopologyAttrs,1
3073,530,958e971,2017-12-06 17:04:16,reverted change to Bond TopologyAttr,0
3074,531,e7104a5,2017-12-06 18:14:33,Fixed up CHANGELOG,1
3081,538,48aacef,2017-12-08 22:58:46,better warning message for hydrogenbond analysis,0
3082,539,37881f4,2017-12-09 07:49:35,Fixed up type checking in metric filename,1
3082,539,37881f4,2017-12-09 07:49:35,Fixed up type checking in metric filename,0
3083,540,251df4d,2017-12-09 08:08:17,Updated error strings in analysis.psa,1
3099,556,a35ce01,2017-12-13 13:13:44,Merge pull request #1730 from MDAnalysis/issue-1712-macbuildfail,0
3100,557,15e49e9,2017-12-13 14:29:47,Allow osx builds to fail,1
3102,559,699697a,2017-12-16 00:30:36,Water bridge analysis (#1722),0
3103,560,ad3d811,2017-12-18 21:12:43,Fix molnums topology attr scope,1
3104,561,e3a6bf5,2017-12-19 02:34:27,document (and test) setting DX array type (#1725),0
3105,562,5daf18c,2017-12-22 20:03:20,Fix warnings (#1748),1
3107,564,9f96380,2018-01-02 17:33:14,write deprecation tests,0
3108,565,dc538a4,2018-01-02 17:33:23,fix deprecation warnings occurrences in code,1
3109,566,6e71ffe,2018-01-02 18:21:59,update CHANGELOG,0
3110,567,41739b1,2018-01-04 18:10:18,Fix more warnings (#1752),1
3113,570,ff7f4d9,2018-01-12 17:42:19,Refs #1731 resolve conflicts,0
3114,571,8ef999c,2018-01-14 17:26:38,Refs #1731 fix accuracy of failing test,1
3117,574,b837af1,2018-01-21 16:53:34,Merge pull request #1733 from jmborr/1731_spherical_tokens_pkdtree,0
3118,575,06fae8b,2018-01-21 17:42:57,allow Python 3.4 test to fail for the time being,1
3118,575,06fae8b,2018-01-21 17:42:57,allow Python 3.4 test to fail for the time being,0
3119,5,8664cd7,2018-01-22 16:38:37,Removed the problem where t0 was ignored. Changed the organisation of the functions and used mroe consistent variable names. Removed the mention of parallel selection which was not implemented. Inlined the function which did not do much.,1
3132,13,5265b62,2018-01-29 14:04:17,encoding of RecordTypes,0
3133,14,4de452f,2018-01-29 14:41:24,fixed ResidueGroup and SegmentGroup RecordType access,1
3134,15,d9ef4ec,2018-01-29 20:24:29,Merge pull request #1762 from MDAnalysis/issue-1753-add_recordtype,0
3135,16,7cc1e81,2018-01-30 13:15:27,Fixes Issue #1582  AtomGroup.dimensions now always returns a copy,1
3139,20,62522f5,2018-02-01 19:18:35,Adds tests for lib.distances.transform_StoR,0
3140,21,6fdf06d,2018-02-02 09:29:03,fix header length information in dcd,1
3145,26,fd68f60,2018-02-02 14:17:18,DCDwriter now has a option to set istart,0
3146,27,c5504e5,2018-02-02 17:29:36,Updates CHANGELOG with Fix of #1699,1
3156,37,0a09297,2018-02-07 18:53:56,Refactors topology.guessers by changing the criteria when warning is raised,0
3157,38,9935167.0,2018-02-11 10:08:57,fixed link to Amber nctraj format,1
3162,43,c85cc4e,2018-02-12 21:40:45,Add new function topology.guessers.validate_atom_types,0
3163,44,10184af,2018-02-12 22:10:49,Fixes a bug in topology.guessers.validate_atom_types,1
3164,45,7.506e+80,2018-02-12 22:17:58,Adds test to check for no warning when topology with MW atom type is loaded,0
3165,46,acfa56a,2018-02-21 15:33:57,reST formatting fixes,1
3168,49,1c5d2fc,2018-02-22 16:07:58,Add test,0
3169,50,4b62604,2018-02-22 16:40:19,fixed the PDB format of the HOLE test file PDB_HOLE,1
3171,52,2322fa4,2018-02-22 17:36:37,Update GRO.py,0
3172,53,323823b,2018-02-22 17:40:58,fixed broken links in HOLE docs,1
3175,56,34b3276,2018-02-23 08:12:41,Added Universe.copy,0
3176,57,fc20c22,2018-02-23 11:46:07,Fix docs,1
3176,57,fc20c22,2018-02-23 11:46:07,Fix docs,0
3177,58,b78f7ce,2018-02-23 11:49:56,fix typo,1
3178,59,2f55f50,2018-02-23 15:13:14,pytest.fixture,0
3179,60,9756173.0,2018-02-23 15:30:29,Fix object,1
3180,61,09680c0,2018-02-23 19:12:20,added pbc to dist(),0
3181,62,7b6ad00,2018-02-23 20:23:17,Fixes Issue #1771,1
3185,66,efa0842,2018-02-26 21:42:31,decimal correction in test case,0
3186,67,00c785b,2018-02-26 23:02:49,changing assert_almost_equal to assert_allclose to correct precision error,1
3187,68,38af730,2018-02-27 00:30:38,added pbc to hbond_analysis and required changes made,0
3188,69,b992af4,2018-02-27 01:39:34,minor error correctionin mdamath.py,1
3192,73,60430.0,2018-02-28 01:52:58,add citations for MDAnalysis,0
3193,74,bbe9fe5,2018-02-28 12:12:48,Changed the format of due.py to resolve the error in test,1
3197,78,e135861,2018-03-01 14:48:58,added atom_style kwarg to Lammps Data file reading,0
3198,79,2457627.0,2018-03-01 18:31:51,Fixed MPI fork() warning when importing MDAnalysis after MPI_Init() call,1
3198,79,2457627.0,2018-03-01 18:31:51,Fixed MPI fork() warning when importing MDAnalysis after MPI_Init() call,0
3199,80,3.6e+22,2018-03-02 07:08:26,Fixes typo in docstring of topology.guessers.validate_atom_types,1
3201,82,3d86c45,2018-03-02 07:44:45,Updated docstring for AtomGroup.select_atoms,0
3202,83,8955570.0,2018-03-02 10:51:57,fix (scope='class'),1
3202,83,8955570.0,2018-03-02 10:51:57,fix (scope='class'),0
3203,84,41787ac,2018-03-04 09:17:33,fixed up tests for reindex growriter,1
3209,90,7c6e970,2018-03-05 11:18:48,doc updated for #1791,0
3210,91,3b40305,2018-03-05 11:37:28,fixed up GRO and LAMMPS docs,1
3211,92,eabf44f,2018-03-05 11:38:46,made atom_style kwarg optional,0
3212,93,48f8dc4,2018-03-05 11:39:09,renamed error variable,1
3217,98,1fa0f81,2018-03-07 09:31:01,Reorders docstring elements for better consistency,0
3218,99,a5f09a0,2018-03-07 14:00:27,analysis.align: fixed error messages and fixed use n_atoms,1
3232,113,0f30ff5,2018-03-08 16:51:30,isolated import tests by offloading to separate Python instance,0
3233,116,d873996,2018-03-08 17:26:59,split the test into two separate ones (otherwise one could never fail),1
3233,116,d873996,2018-03-08 17:26:59,split the test into two separate ones (otherwise one could never fail),0
3234,114,fdbd139,2018-03-08 17:26:59,split the test into two separate ones (otherwise one could never fail),1
3234,114,fdbd139,2018-03-08 17:26:59,split the test into two separate ones (otherwise one could never fail),0
3235,115,96ab1cc,2018-03-08 17:26:59,split the test into two separate ones (otherwise one could never fail),1
3245,126,dde9250,2018-03-10 16:27:59,Updated docs  authors  and changelog,0
3246,127,e3d5cac,2018-03-11 11:00:54,fixed duecredit import error reporting in due stub,1
3248,129,149ac8b,2018-03-12 08:51:40,Update TPR tests for tpx 112,0
3249,130,f68f884,2018-03-12 10:29:43,duecredit: small fixes,1
3256,137,81a44aa,2018-03-15 01:08:36,correctly calculate start of time in DCD,0
3257,138,d3f5163,2018-03-15 09:08:27,fix cython 0.28 compiler error,1
3257,138,d3f5163,2018-03-15 09:08:27,fix cython 0.28 compiler error,0
3258,139,6c788c6,2018-03-15 10:49:35,fixes stochasticproxembed.pyx Cython compilation error,1
3258,139,6c788c6,2018-03-15 10:49:35,fixes stochasticproxembed.pyx Cython compilation error,0
3259,140,4e323f1,2018-03-15 13:39:16,fix cython to 0.27 as a band-aid solution,1
3259,140,4e323f1,2018-03-15 13:39:16,fix cython to 0.27 as a band-aid solution,0
3260,141,486b27b,2018-03-16 18:34:21,fixing istart/nsavc for writers,1
3260,141,486b27b,2018-03-16 18:34:21,fixing istart/nsavc for writers,0
3261,142,340ffbf,2018-03-17 18:13:30,fix copy error in cython setup,1
3263,144,be3e4f7,2018-03-17 19:33:50,removing unnecessary section from copy() and adding testcases,0
3264,145,f79f88b,2018-03-18 09:16:10,"Revert ""fix cython to 0.27 as a band-aid solution""",1
3264,145,f79f88b,2018-03-18 09:16:10,"Revert ""fix cython to 0.27 as a band-aid solution""",0
3265,146,83648d2,2018-03-18 09:33:48,fix rms tests,1
3267,148,d1f6b8c,2018-03-18 11:28:08,Merge pull request #1822 from MDAnalysis/ayushsuhane-duecredits,0
3268,149,543853e,2018-03-19 04:37:46,Fixes hyperlinks to external resources in docs for MDAnalysis.coordinates.PQR (#1836),1
3281,162,ace4dc8,2018-03-29 00:25:06,Merge pull request #1843 from MDAnalysis/doc-fixes,0
3282,163,5be20e3,2018-04-03 16:57:10,fix HydrogenBondAutoCorrel for scipy >= 1.0.1,1
3283,164,0baba7c,2018-04-04 19:14:35,added tests for issue 1854,0
3284,165,224347b,2018-04-04 19:58:07,Fixed issue 1854,1
3285,166,1ee4ce9,2018-04-05 09:15:45,Merge pull request #1855 from MDAnalysis/issue-1854-PDBresids,0
3286,167,160a909,2018-04-06 12:04:59,fixed reading PQR files from Gromacs,1
3286,167,160a909,2018-04-06 12:04:59,fixed reading PQR files from Gromacs,0
3287,168,ea124c1,2018-04-06 12:08:36,added docs for PQR fix,1
3288,169,a67cce9,2018-04-09 08:52:41,added test for PQR file reading,0
3289,170,2b57a15,2018-04-09 13:04:06,fixed pkdtree with BioPython >= 1.71 (#1858),1
3289,170,2b57a15,2018-04-09 13:04:06,fixed pkdtree with BioPython >= 1.71 (#1858),0
3290,171,b63d685,2018-04-09 14:21:55,fixed PQR coordinate reading for GROMACS flavour,1
3291,172,b41fa2f,2018-04-09 15:08:01,Bump TPX version,0
3292,173,a295b2c,2018-04-09 16:22:53,BUG: Fix untested MDAnalysis.visualization code,1
