,hash,message,buggy
1110,cc7cb87,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13940 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1111,c2352b9,',0
1112,abcda0a,',0
1113,b0215cc,',0
1114,591490000000.0,',0
1115,1fe96eb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13945 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1116,2648166.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13946 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1117,c9d4117,update logfiles and adjust some example inputs to be consistent,0
1118,0f3d77e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13950 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1119,4e247c3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13951 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1120,6b854b3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13952 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1121,d53dc54,avoiding variable length array in pair style comb3 by declaring MAXLIB const,0
1122,b7210e9,more cosmetic changes to silence pedantic warnings,0
1123,adabfc3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13890 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1124,a475921,Merge pull request #893 from ohenrich/user-cgdna,0
1125,9d68918,some more cosmetic changes,0
1126,b2370b6,use correct namespace when instantiating IntelBuffers ,0
1127,e14b61e,replace variable length array with constant length through making maxLine constant,0
1128,8221700,must use fabs() on doubles  not abs()  to avoid ambiguity,0
1129,934f825,update USER-INTEL Install.sh script and dependency handling,0
1130,761b15b,cmake: remove obsolete BODY/POEMS conflict,0
1131,808eb2a,Merge pull request #895 from junghans/cmake,0
1132,104dde2,eliminate variable length arrays from AtC lib for C++ standard compliance,0
1133,1888b61,remove some extra semicolons,0
1134,7225499,Added reference to implementation paper,0
1135,fcdcdb3,Merge branch 'master' into user-cgdna,0
1136,2d321a6,Merge pull request #10 from lammps/master,0
1137,5076b6d,Removed old documentation,0
1138,f4fbdea,update .gitignore for lib/latte,0
1139,2616dd9,include USER-BOCS package in cmake,0
1140,f7c37a7,adapt isfinite() handling to upstream,0
1141,095ca76,plug memory leaks in USER-BOCS,0
1142,bfdfd36,Merge pull request #894 from akohlmey/cplusplus-clang-fixes,0
1143,e1f9ee1,fix1,0
1144,f39a8d4,convert atc library header files to C++ style,0
1145,7fed6c7,Merge pull request #634 from craabreu/master,0
1146,1ea5b9e,Merge pull request #879 from mdelyser/USER-BOCS,0
1147,bc0c405,Merge pull request #887 from akohlmey/create-bonds-single-bugfix,0
1148,a7c9418,Merge pull request #890 from jrgissing/bond_react_final_touches,0
1149,ecfe5c8,use american spelling of neighbor consistently in docs and code comments,0
1150,8ec033e,Merge pull request #889 from akohlmey/cplusplus-compliance,0
1151,009666d,need to ignore pair style kim in src/,0
1152,ca96a7a,Merge pull request #891 from akohlmey/collected-small-changes,0
1153,74fbb84,Merge pull request #878 from jrgissing/group_extract,0
1154,551ea96,add VTK config for recent fedora versions,0
1155,d7339bb,significantly expand .github/CODEOWNERS file to automatically notify more contributors of changes to files/packages they maintain,0
1156,624173d,Merge branch 'master' into kk_dep,0
1157,d203118,update rigid body reference outputs. add bodyforces early examples,0
1158,d80b375,make links to citations unique across files 1/2,0
1159,5e49976,correct typo in fix bond/react docs,0
1160,9d9d7cb,update example log files,0
1161,7cf42e4,make links to citations unique across files 2/2,0
1162,941d289,cosmetic changes to avoid compiler warnings,0
1163,00b92cd,Merge pull request #11 from lammps/master,0
1164,fff9626,convert awpmd header include to c++ style,0
1165,36126cc,be more verbose in USER-PHONON install script when KSPACE is not installed,0
1166,8697cac,make QEQ package depend on MANYBODY,0
1167,6625358,Merge pull request #12 from lammps/master,0
1168,460e8bd,add return value to non-void function,0
1169,aa1d815,Merge pull request #904 from jrgissing/typing_bugfix,0
1170,33a41a4,Merge pull request #906 from akohlmey/recover-jenkins,0
1171,79d1d34,revive lib/atc/Makefile.mpic++,0
1172,724ade0,silence compiler warnings about bool vs int in AtC lib,0
1173,8d24101,patch 11May18,0
1174,1a53c31,',0
1175,e4907d7,',0
1176,fe2ce45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13868 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1177,be93068,',0
1178,36315f3,',0
1179,24bf972,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13881 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1180,6663800.0,',0
1181,2395d65,',0
1182,21dd53e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13888 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1183,916fc0f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13889 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1184,a7a83b1,update dependencies for USER-CGSDK package. make script permissions consistent,0
1185,dde271d,Merge pull request #900 from lammps/install,0
1186,ff6507e,convert colvars lib to use c++ style header files,0
1187,793260f,consistency tweak to package LATTE Install.sh file,0
1188,3394d18,convert gpu lib to use c++-style include files,0
1189,f4d14c9,convert poems lib to use c++-style header includes,0
1190,318dfd0,correct indentation,0
1191,c9817b0,update src/.gitignore,0
1192,e7e1827,remove variable length arrays in gpu lib,0
1193,fccc16f,tune OpenCL for generic architecture by default,0
1194,f9f8e2b,update USER-BOCS example to match LAMMPS style and include reference logs,0
1195,8705ea9,replace pointless use of strncat() emulating strcat() with plain strcat(),0
1196,735bceb,Merge branch 'master' into USER-BOCS,0
1197,81293b0,changes to integrate USER-BOCS into LAMMPS and to closer follow the LAMMPS programming/documentation style,0
1198,16697fc,forgot to reduce energies,0
1199,671876e,Make the description of global properties more explicit,0
1200,88dca11,update colvars dependencies,0
1201,b4e5828,Update fix_restrain.cpp,0
1202,9f03a67,Merge pull request #880 from stanmoore1/kk_dep,0
1203,dc8e141,Merge pull request #896 from akohlmey/cplusplus-compliance-lib,0
1204,e5a589e,Merge pull request #898 from robeme/fix_restrain_individual_energies,0
1205,16ded23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13980 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1206,3f79c91,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13981 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1207,047be53,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13983 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1208,efbee4a,Delete man_fix_bocs.html,0
1209,bee7ed9,',0
1210,fa6ad89,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14091 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1211,25ac1fd,mention that fix reax/bonds and reax/c/bonds do not honor the group id,0
1212,ca6f991,revert <cinttypes> back to <inttypes.h> as the former seems to require C++-11,0
1213,5fa97f5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14092 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1214,c784292,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14093 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1215,bb48e47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14094 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1216,0015b15,revert <cstdint> back to <stdint.h> as the former seems to require C++-11,0
1217,1bb4a26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14095 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1218,f343a9f,Added elastic constant example at finite temperature,0
1219,e4071d7,replace C-style include files with their C++ equivalents,0
1220,eda7896,Added elastic constant example at finite temperature,0
1221,46545bb,Added elastic constant example at finite temperature,0
1222,db4d012,Added elastic constant example at finite temperature,0
1223,8a024fa,Added elastic constant example at finite temperature,0
1224,f202f1b,workaround for ISFINITE() macro to work with the latest KOKKOS library update,0
1225,a1149ef,Added elastic constant example at finite temperature,0
1226,2e2f197,Removed .html files. Removed compute.h mods. Cast pressure for functions,0
1227,0.0,',0
1228,6b92826,Remove Kokkos deprecated code,0
1229,d51745f,whitespace cleanup,0
1230,072a063,Delete fix_bocs.html,0
1231,663551e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14073 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1232,8fd8c25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14074 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1233,61649b5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14075 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1234,f384db5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14076 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1235,27c4acc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14077 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1236,4f4ba3f,Tweak to Kokkos Cuda Makefile allowing it to automatically find the nvcc wrapper,0
1237,6156578.0,',0
1238,4d4d561,',0
1239,fbf96b6,Delete MOD_COMPUTE_H,0
1240,a6d7932,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14082 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1241,89ea1e4,',0
1242,858eed2,',0
1243,ed3f8d4,Update methanol.lmp,0
1244,3f3165a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14086 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1245,6f038ab,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14087 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1246,56ee1b6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14088 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1247,ae2a7e2,Made output prettier,0
1248,233eaea,Added elastic constant example at finite temperature,0
1249,ef4e8f2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14071 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1250,2675f36,Added acknowledgement for Xiong,0
1251,836027d,Merge pull request #867 from stanmoore1/kk_tweaks,0
1252,7b16c43,Made molecule ID for molecule group to minus 1,0
1253,45a91ea,Added Xiong's name and cleaned up code,0
1254,a38f111,Added Vashishta potential,0
1255,bf26b12,Added vashishta to USER-OMP from Axel,0
1256,b2c2e38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14126 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1257,ddfb996,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14127 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1258,9a878cd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14128 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1259,ef82677,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14129 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1260,c4af165,',0
1261,cd07840,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14131 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1262,2ea1457,',0
1263,45e18fe,',0
1264,d145ae0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14134 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1265,b036260,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14135 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1266,c5127ec,Merge pull request #872 from akohlmey/ave-correlate-long-bugfix,0
1267,a5abe2a,',0
1268,ce62105,Require type argument be zero when mol keyword used,0
1269,d5ec762,patch 20Apr18,0
1270,da1e4e4,Added elastic constant example at finite temperature,0
1271,c7170a4,Added Vashishta potential,0
1272,64b08d3,add write_data() support to remaining improper styles.,0
1273,dcb68f4,Added deprecated warning message to pair_style reax,0
1274,97878b1,Added deprecated warning message to pair_style reax,0
1275,39e8123,added tfac_insert keyword,0
1276,537e951,added tfac_insert keyword and changed molecule insertion velocities PRNG,0
1277,d357a2f,added tfac_insert keyword,0
1278,b437d74,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14112 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1279,5f1edde,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14113 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1280,c7edc66,make sure all allocatable class pointers are initialized to NULL,0
1281,d4870cd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14114 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1282,56d0014,"Added #include ""citeme.h""",0
1283,aa6624c,Protected against numerical overflow at cutoff,0
1284,c5e884f,USER-BOCS,0
1285,c4373c7,add extract to fix_group,0
1286,69665c2,Merge pull request #9 from lammps/master,0
1287,6f9a224,add write_data() support to 4 more dihedral styles  which completes the set,0
1288,edf114f,Changed DATA to DATE in headers,0
1289,d2a2124,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14072 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1290,df7687f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14069 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1291,a6b9148,',0
1292,11d8194,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14003 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1293,807cb72,',0
1294,9a80425,',0
1295,3cf2e3f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14007 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1296,ab7ff21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14008 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1297,b5b70b4,update log files for SNAP package examples to reflect current state of keywords.,0
1298,07a15a7,whitespace cleanup,0
1299,c3e333c,',0
1300,63759a1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14010 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1301,fafba07,',0
1302,9aac00e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14012 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1303,71054c5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14013 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1304,28786ef,tweak to header file names,0
1305,11fea85,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14014 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1306,abbf8d2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14015 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1307,556bde6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14016 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1308,749f1ff,Merge pull request #875 from akohlmey/collected-small-fixes,0
1309,819dbd1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14017 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1310,942cce8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14004 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1311,6f4af86,Updating minimum gcc version for kokkos,0
1312,8fe7c3d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14022 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1313,c7303a1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14001 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1314,53cc609,make filenames comply with LAMMPS conventions and add reference log files,0
1315,fbf6999,',0
1316,c8a0689,correct typo in converting c-library header includes to c++ styles,0
1317,ae980d6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13986 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1318,eeee2d3,Merge pull request #803 from jrgissing/fix_bond_react,0
1319,36b34c8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13987 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1320,7df1d7a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13988 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1321,7420059.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13990 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1322,ba42504,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13991 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1323,a3017bc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13992 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1324,f35b63f,',0
1325,4be1616,',0
1326,daff294,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13995 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1327,1bc274e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13996 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1328,1fdb010,"Revert ""workaround for ISFINITE() macro to work with the latest KOKKOS library update""",0
1329,7b30c20,Addings xy  xz  and yz strains for axial strain,0
1330,40382cb,Added atom jiggle to initial structure,0
1331,ebbc55b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14021 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1332,b1090f8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14023 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1333,9bdec30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14068 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1334,0cc260a,Slight tweak to Kokkos Cuda Makefile,0
1335,70128bf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14054 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1336,787cc14,',0
1337,ea547aa,',0
1338,2ed7d36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14057 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1339,448b9f6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14058 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1340,6f39a0a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14059 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1341,44c8bb9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14060 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1342,53a8a03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14061 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1343,ac2ab62,',0
1344,c622ab1,',0
1345,75cffc7,updates to quadratic form of SNAP potential,0
1346,5461867.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14064 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1347,d2ee16c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14065 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1348,0c005f5,Small fixes to Colvars library,0
1349,aec30b0,',0
1350,fc0110a,Update fix_bocs.cpp,0
1351,87025c6,',0
1352,a6ff24c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14053 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1353,83f5c33,Merge pull request #886 from lammps/snap-quadratic,0
1354,9effcca,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14025 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1355,35294da,Merge pull request #883 from giacomofiorin/colvars-update,0
1356,4035556.0,',0
1357,3561a54,',0
1358,d9d9a2a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14028 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1359,654fec1,Merge pull request #881 from akohlmey/cplus-plus-style-includes,0
1360,d32cd3c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14029 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1361,bef809b,',0
1362,fa87761,',0
1363,41ef5b7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14032 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1364,66566c5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14033 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1365,79e5478,',0
1366,67771a0,',0
1367,ed7559f,Made insertion work correctly for triclinic,0
1368,b9a5521,Tweaked bit about thermostats,0
1369,fe3c667,Modifed ZBL to accomodate mixing,0
1370,4f6a6f3,Modifed ZBL to accomodate mixing,0
1371,06bb2fb,Modifed ZBL to accomodate mixing,0
1372,d472396,Modifed ZBL to accomodate mixing,0
1373,4296808.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13949 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1374,0c4c002,patch 8Mar18,0
1375,7ec3c90,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15411 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1376,4ad3d52,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12832 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1377,2dedb41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12834 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1378,0ab3bcf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12835 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1379,7948ae9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12836 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1380,236393,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12838 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1381,e247ee0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12840 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1382,be33217,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12841 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1383,00b59a5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12842 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1384,3140b3f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12843 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1385,6c1be96,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12844 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1386,fde29a9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12845 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1387,20d0224,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12846 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1388,691602d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12848 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1389,6.43E+08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12850 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1390,baccbae,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12851 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1391,f6b81b0,Added logfreq2,0
1392,b43dc0e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12853 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1393,0f81000,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12854 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1394,31b5481,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12855 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1395,32f47e4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12858 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
1396,1aefa8d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12859 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
