,hash,message,buggy
1894,775db36,changed not to !.  SGIs CC did not understand it...  Sorry John.  Maybe in the future?  It may be that a command line option fixes it  but I could not find anything in the manual page.  If you can find any information on the web we might be able to put it back in... Maybe you could ask Spencer?,0
1895,8f13b5e,More documentation fixes and minor code cleanup.,0
1896,26b0bb4,Use std::vector in GMVIO instead of manually managing memory.,0
1897,233c380,manually complete the send when there is no MPI,0
1898,d602ad8,Another swath of zealous-warnings fixes,0
1899,342c07f,change for --disable-amr,0
1900,2e05bbd,Disable some AMR-only examples when --disable-amr is used,0
1901,25e49b5,"These solutions could be overzealous in the common ""system1.time == system2.time"" usage case",0
1902,3b54da1,Adding more debug-mode code to make Laspack closed() behavior match PETSc behavior.  Still a work in progress.,0
1903,97ef88d,Remove overzealous assertions,0
1904,e10bb28,We need systems ex6 to work in parallel too,0
1905,bcd11bd,"My Trilinos 10 install was complaining about not finding MPI or PETSc headers during our configure tests  this m4 change fixes that.  Now Trilinos 10 complains about polymorphic PETSc functions included via ml_petsc.h.  They do know that we haven't been supposed to wrap PETSc headers in ""extern ""C"""" since somewhere around 2.3.0  right?",0
1906,1da0185,My Macbook's linker doesn't recognize one of those options and gives duplicate symbol errors with that object file.  Disabling them for gcc <= 4.0  which fixes things for me and hopefully shouldn't mess with the INL gcc 4.2 builds.,0
1907,c2e4cf7,My Macbook's linker doesn't recognize one of those options and gives duplicate symbol errors with that object file.  Disabling them for gcc <= 4.0  which fixes things for me and hopefully shouldn't mess with the INL gcc 4.2 builds.,0
1908,a06d489,Fixes for compiler warnings,0
1909,f400330,Fixes for stricter compiler warnings,0
1910,0e52ea4,Lots of fixes for compiler warnings,0
1911,edbdd80,Changes for complex numbers.,0
1912,1dfd6c1,changes for complex numbers.,0
1913,9ce93ef,Changes for complex numbers.,0
1914,32ba7c0,Changes for complex numbers.,0
1915,bc21bc2,Enforce sequential DoF numbers to reduce storage and dynamic memory usage,0
1916,fbf8a83,More (hopefully better) adjoints_ex3 --enable-complex fixes,0
1917,9bef263,Adding additional logic so that ghosted element unique ids are exchanged when using Parallel Mesh,0
1918,158ae41,the user must be able to extract a writeable node ptr to build elements by hand,0
1919,442a3c9,Fixing footer/header for doxygen generated docs,0
1920,ec91f5d,"Picked more useful definition of ""vertex""  ""edge""  and ""face"" nodes for infinite elements",0
1921,dc4e19d,We get a SLEPc error with --enable-complex on this one,0
1922,e60e903,Fixing typos,0
1923,69c485b,Fixed misleading comment,0
1924,df987f2,complemented FEInterface::map to handle infinite elements as well,0
1925,f6bba15,Fix error messages  end unused vars warning,0
1926,5facbdd,Fixed typo in new bounding_box code,0
1927,cd91eb0,boundary conditions are tied to pointers now  not numbers.  This allows nodes and elements to be renumbered without messing up the boundary conditions,0
1928,03e645f,Fixed cut-n-paste typo,0
1929,c31b3d9,Fix typo from previous macro change,0
1930,2430450.0,Fix cut-n-paste typo,0
1931,ce14852,redesigned the Mesh  MeshBase  BoundaryMesh layout.  Moved most things into the MeshBase.  Working on parallelizing the mesh.  Will need to move boundary node information from being tied to a node number to a node pointer  more like the elements.,0
1932,50755000000000.0,Try to compute node constraints in the periodic boundary case too.,0
1933,94768b0,rbOOmit change: fixed typo in output message,0
1934,ba8bfeb,assert() to catch cases of non-parents who get put into parent error vector by mistake,0
1935,8e3a0a9,infinite-edge-node-aware parent_bracketing_nodes,0
1936,493ef16,Added Jed Brown's patch fixing MatZeroRows for PETSc 3.1.1+,0
1937,aa6b2ba,Changed incorrect assert,0
1938,82beaa7,Another patch from Geordie McBain fixing example comments,0
1939,464e1d6,changed xdrIO so the error message in the case of failed file access is printed in optimized mode by moving the test outside of an assert,0
1940,c6637d2,Fixing warnings in nanoflann.,0
1941,ce66140,Fixing warning in Laspack:,0
1942,c72e6ec,Universal files now write only the _active_ elements (in case you manually refined the mesh  so that you can write the refined only  without the leftover coarser elements),0
1943,dc05eea,Fixing up warnings found in bibtex files.,0
1944,02d2c00,switch around compiler options so users can override them,0
1945,ccbcd0f,switch around compiler options so users can override them,0
1946,a550be9,Fixing documentation in UnstructuredMesh::write().,0
1947,3a20c32,Updating citations: * Fuentes  2013b * Rong  2013 * Fixing Dodd III * Tonks  2014,0
1948,c586aad,Fixing a few warnings,0
1949,a04b71b,Element constraint methods ought to default to homogeneous constraints even in heterogeneous cases.,0
1950,61c43ec,"For the VTK connectivity function  if the user requests a ""subchild"" other than zero  throw an error.  The VTK Hex20 is implemented as a single element.",0
1951,52d0d7d,Add element id from libMesh to the vtk files,0
1952,24c4924,Handle the LAGRANGE superparametric element case,0
1953,ec5287e,the MeshData may now also take user-specified node/element data  not only reading from file.,0
1954,8b3f8de,When node/element is deleted  also remove it from BoundaryInfo.,0
1955,ad5126e,Fixed a bit of documentation for the Mesh.  Specifically  it does not contain a MeshRefinement or BoundaryMesh object  and the docs were changed to reflect that fact.,0
1956,63263cb,- updated documentation of examples fixed one overly include in ex5  - enabled ex9 and ex10 now also for older (gcc 2.95) compilers using   the OStringStream.  Left the old code in //OLD CODE comments.,0
1957,ea5f905,detailed reference counting only in DEBUG mode,0
1958,476198b,Added long-overdue implementation of the rotate method  fixed typos.  Thanks  Martin.,0
1959,d5ac1c6,Fixing indexing error in constraints,0
1960,2e433f3,Started using the side class for the infinite element build_side routines.,0
1961,8c54786,More Mesh refactoring - node  element storage details pushed out into SerialMesh and ParallelMesh,0
1962,59914bf,Unit test framework for FE types,0
1963,efe8612,Only constrain active elements - trying to constrain ancestors is unnecessary and trying to constrain subactives is a bug.,0
1964,fb701dc,fixed warnings of uninitialized variables,0
1965,4995624.0,Commenting out overzealous asserts - non-processor-0 nodes are going to want to read and write zipped files in the parallel i/o cases.,0
1966,0b67a69,Commenting out overzealous asserts - non-processor-0 nodes are going to want to read and write zipped files in the parallel i/o cases.,0
1967,4c71abf,Weakened overzealous assert() statements,0
1968,fe96c80,Cut-n-paste typos fixed,0
1969,6ee5ecb,The Make dependency for the example files was using a question mark for matching the numbers.  Unfortunately  the question mark only matches a single character which does not match 10  11  12... I changed it to use a star instead.  This is really a minor fix.,0
1970,797d917,made Partitioner::set_node_processor_ids() a public & static member.  This allows a partitioning to be read from file and the node processor ids can get fixed without building a partitioner.,0
1971,d4e22e1,Fixed some minor indentation issues.,0
1972,6cd8fd6,Fixed Order documentation,0
1973,c2e2c8a,Fixed shell coloring for Mac systems  may have been using a linux-specific syntax before?,0
1974,6f43ea7,fixed documentation to reflect new compilers,0
1975,0a5e484,Fixed comment in ex23,0
1976,7cc32f4,fixed warnings in tetgen so that we can use the libMesh CXXFLAGS for compilation,0
1977,dd430a0,Updated comment  fixed spelling errors,0
1978,04e33a8,fixed some warnings on cxx,0
1979,79a0d69,Fixed misleading/typoed comment,0
1980,8f45c53,refactored the parmetis partitioner to work on parallel meshes.  The assigning of parents to subdomains needs to be fixed still for the case of parallel meshes.  metis is still the default partitioner when mesh.is_serial()  otherwise parmetis is called.,0
1981,c789093,fixed up header comment in transient examples,0
1982,31907c8,change the Laspack interface to call the solvers with a 0 initial guess.  this is necessary in the case of exampe 13 to keep the solver from exiting in 0 iterations.  WHY??  This should be fixed...  I have looked at the code but do not see an obvious problem...,0
1983,ecfe41f,Fixed inaccurate comment  added utility functions,0
1984,7722d2f,added EquationSystems::additional_data stuff  fixed ex4 documentation  cleaned up the systems,0
1985,1.2e+18,Fixed typos when !LIBMESH_HAVE_BOOST..,0
1986,8ff40a2,Fixed incorrectly pasted comment,0
1987,2d9c6c1,Trivial: Fixed indentation,0
1988,3d1bd28,fixed comments in reduced_basis_ex6,0
1989,0b652ac,Fixed errant whitespace,0
1990,084970a,Fixed makefile.,0
1991,d48dcb1,stylesheet fixed,0
1992,cefd4e1,Fixed misspellings,0
1993,a73820a,Avoid compile bug with --disable-amr and warning with --disable-mpi,0
1994,0cf319f,I just ran into an application bug where point_value() was being called on an element which didn't contain the point.  It would be nice if such bugs were runtime errors (at least in debug/devel modes) rather than harder-to-catch numerical errors.,0
1995,8ff3d72,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,0
1996,4da5ec8,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,0
